title,totalScore,url,reviewsCount
Downtown Walk Summarecon Mall Bandung,5,https://www.google.com/maps/search/?api=1&query=Downtown%20Walk%20Summarecon%20Mall%20Bandung&query_place_id=ChIJI89fJwDDaC4R6W5KKej8dJo,20
SICA INDONESIA BASECAMP AL-JABBAR,5,https://www.google.com/maps/search/?api=1&query=SICA%20INDONESIA%20BASECAMP%20AL-JABBAR&query_place_id=ChIJebuLRgDDaC4RuWl0r9nf2xM,3
Rorompok Mabes,"4,6",https://www.google.com/maps/search/?api=1&query=Rorompok%20Mabes&query_place_id=ChIJj5BVYtXcaC4RwnEzyqLRNlo,13
Kupat tahu depan Yakes Telkom,"3,3",https://www.google.com/maps/search/?api=1&query=Kupat%20tahu%20depan%20Yakes%20Telkom&query_place_id=ChIJAQNDwgnnaC4R5yUnVAyF_IU,3
Penthaus,"4,5",https://www.google.com/maps/search/?api=1&query=Penthaus&query_place_id=ChIJNZfFy4rnaC4RiMO-NjYYv1E,94
Oakwood Merdeka Bandung,"4,8",https://www.google.com/maps/search/?api=1&query=Oakwood%20Merdeka%20Bandung&query_place_id=ChIJL63D29XnaC4Rs2v2ENAKUxU,722
FOX HARRIS Hotel City Center Bandung,"4,4",https://www.google.com/maps/search/?api=1&query=FOX%20HARRIS%20Hotel%20City%20Center%20Bandung&query_place_id=ChIJG-DtHTHmaC4R2fLqLdyNk74,4329
Nasi Goreng Mas Nanang,,https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Mas%20Nanang&query_place_id=ChIJ__v-QgDnaC4RYDmzZcxPiTM,
Amaroossa Hotel Bandung,"4,3",https://www.google.com/maps/search/?api=1&query=Amaroossa%20Hotel%20Bandung&query_place_id=ChIJSygxoDXmaC4RXqifutvyKow,4382
Hotel Santika Pasir Kaliki - Bandung,"4,7",https://www.google.com/maps/search/?api=1&query=Hotel%20Santika%20Pasir%20Kaliki%20-%20Bandung&query_place_id=ChIJlzm_GlrnaC4RmkewmcP9zC8,738
ZEN Rooms Cipedes Tengah,4,https://www.google.com/maps/search/?api=1&query=ZEN%20Rooms%20Cipedes%20Tengah&query_place_id=ChIJrxBUa4nmaC4R5jiouvGU6i4,75
Nasi Goreng Mas Baridin,"4,8",https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Mas%20Baridin&query_place_id=ChIJN19qu03maC4RMFoWHexDm7g,44
Arion Suites Hotel Bandung,"4,5",https://www.google.com/maps/search/?api=1&query=Arion%20Suites%20Hotel%20Bandung&query_place_id=ChIJZ9fF5DvmaC4RijrC0roRT-I,4089
Super OYO Collection O 92277 Setra Priangan Guest House,"4,2",https://www.google.com/maps/search/?api=1&query=Super%20OYO%20Collection%20O%2092277%20Setra%20Priangan%20Guest%20House&query_place_id=ChIJ2ekcVY7maC4RHA9kqmGyGsQ,605
Nasi Goreng Kambing Setiabudi,"4,3",https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Kambing%20Setiabudi&query_place_id=ChIJvda0wYfnaC4RoIJhcIZHNQc,42
Dapur ratu masakan sunda,,https://www.google.com/maps/search/?api=1&query=Dapur%20ratu%20masakan%20sunda&query_place_id=ChIJRYZCYGjnaC4RbqGfR7drHSQ,
New Hemangini Hotel Bandung,"4,4",https://www.google.com/maps/search/?api=1&query=New%20Hemangini%20Hotel%20Bandung&query_place_id=ChIJbQ4GJ_PmaC4RFbLw7vweao4,3229
Salad & Spaghetti Neng Hani,5,https://www.google.com/maps/search/?api=1&query=Salad%20%26%20Spaghetti%20Neng%20Hani&query_place_id=ChIJ3Zod7OTnaC4R29ujkzZ_8YI,1
Hakata Ikkousha,"4,4",https://www.google.com/maps/search/?api=1&query=Hakata%20Ikkousha&query_place_id=ChIJmbQP_L7naC4RfeSnjstfILY,393
Maoma Recipe,,https://www.google.com/maps/search/?api=1&query=Maoma%20Recipe&query_place_id=ChIJoWGtfErnaC4RgYU3CK2fG2k,
Janévalla Bandung,"4,6",https://www.google.com/maps/search/?api=1&query=Jan%C3%A9valla%20Bandung&query_place_id=ChIJXd3xpTfmaC4RpQUYF_HdxN8,5478
Nasi Goreng Favorit Setiabudi,"4,8",https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Favorit%20Setiabudi&query_place_id=ChIJ4fXsJfPmaC4R3EOp3ZHTCSA,5
Baresta,,https://www.google.com/maps/search/?api=1&query=Baresta&query_place_id=ChIJxyg3pWrnaC4R9gy3of4zaRA,
